track_id,song_id,artist_id,artist_name,song_title,genre,dot1_artist,dot1_song,dot1_genre,dot1_score,dot2_artist,dot2_song,dot2_genre,dot2_score,dot3_artist,dot3_song,dot3_genre,dot3_score,centered1_artist,centered1_song,centered1_genre,centered1_score,centered2_artist,centered2_song,centered2_genre,centered2_score,centered3_artist,centered3_song,centered3_genre,centered3_score,corr1_artist,corr1_song,corr1_genre,corr1_score,corr2_artist,corr2_song,corr2_genre,corr2_score,corr3_artist,corr3_song,corr3_genre,corr3_score,cos1_artist,cos1_song,cos1_genre,cos1_score,cos2_artist,cos2_song,cos2_genre,cos2_score,cos3_artist,cos3_song,cos3_genre,cos3_score
TRBYDKJ12903CA9D33,SOTXSMC12AB0182217,ARS8GNX1187B9B5141,The Black Keys,Black Door,blues,Kandi,I Wanna Know,r&b/soul,1868.0,Lauryn Hill,Interlude 5,r&b/soul,1536.0,Mario Vazquez,Everytime I...,r&b/soul,1227.0,Kandi,I Wanna Know,r&b/soul,1826.405000000002,Lauryn Hill,Interlude 5,r&b/soul,1427.4399999999978,Mario Vazquez,Everytime I...,r&b/soul,1193.8124999999934,Kandi,I Wanna Know,r&b/soul,0.8412829926310673,Julia Fordham,Genius,electronic,0.7249993384308547,Psapp,I Want That,electronic,0.6876158558692317,Kandi,I Wanna Know,r&b/soul,0.8441646524652541,Julia Fordham,Genius,electronic,0.7291485984915439,Psapp,I Want That,electronic,0.6922102848214412
TRWJKJK128F9338FEF,SOIFDQD12AB01822F5,ARS8GNX1187B9B5141,The Black Keys,Busted,blues,Lauryn Hill,Interlude 5,r&b/soul,8737.0,Twista,I'm A Winner (Amended Album Version),hip hop,8094.0,Erykah Badu,I Want You,r&b/soul,6661.0,Lauryn Hill,Interlude 5,r&b/soul,8127.959999999998,Twista,I'm A Winner (Amended Album Version),hip hop,7695.972499999997,Erykah Badu,I Want You,r&b/soul,6437.161249999987,Bow Wow,Sunshine,hip hop,0.7536221354329571,The Clash,1-2 Crush On You,punk,0.7443815803404372,Hawthorne Heights,Rescue Me,punk,0.7314517269101137,Bow Wow,Sunshine,hip hop,0.7627562450752137,The Clash,1-2 Crush On You,punk,0.7517032510777701,Hawthorne Heights,Rescue Me,punk,0.7407423330399565
TRUULBP12903CA9D23,SORMOIW12AB01887F0,ARS8GNX1187B9B5141,The Black Keys,Give Your Heart Away,blues,Lauryn Hill,Interlude 5,r&b/soul,1215.0,Michael Jackson,Man In The Mirror,pop,1196.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1055.0,Michael Jackson,Man In The Mirror,pop,1061.9125000000017,Lauryn Hill,Interlude 5,r&b/soul,1058.6000000000004,Twista,I'm A Winner (Amended Album Version),hip hop,934.7874999999989,Elton John,Heart In The Right Place,pop,0.5441008891197913,Kenny Rogers,Endless love,country,0.5403284263397526,Dru Hill,Share My World,r&b/soul,0.5322735785615332,Elton John,Heart In The Right Place,pop,0.5617462530236114,Kenny Rogers,Endless love,country,0.5577415118492398,Dru Hill,Share My World,r&b/soul,0.5532563735196885
TRYYJHJ128F9340B19,SOKGVJH12A58A77920,ARS8GNX1187B9B5141,The Black Keys,Grown So Ugly,blues,Lauryn Hill,Interlude 5,r&b/soul,1853.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1496.0,Eminem,My Darling,hip hop,1283.0,Lauryn Hill,Interlude 5,r&b/soul,1685.5599999999988,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1355.973749999998,Eminem,My Darling,hip hop,1180.5112500000002,Robert Johnson,32 20 Blues,blues,0.6710883643746632,Robert Johnson,Kindhearted Woman Blues,blues,0.6515867411708326,Once Nothing,The Dust Of A Town,metal,0.651058363458038,Robert Johnson,32 20 Blues,blues,0.6855150363674519,Once Nothing,The Dust Of A Town,metal,0.6679150172978023,Jodeci,My Phone,jazz,0.6672072895572354
TRHHJCL12903CB44B7,SOFRWHG12A58A7DF46,ARS8GNX1187B9B5141,The Black Keys,Hard Row,blues,Lauryn Hill,Interlude 5,r&b/soul,2371.0,Twista,I'm A Winner (Amended Album Version),hip hop,2137.0,Michael Jackson,Man In The Mirror,pop,1713.0,Lauryn Hill,Interlude 5,r&b/soul,2170.44,Twista,I'm A Winner (Amended Album Version),hip hop,2005.9275000000018,Michael Jackson,Man In The Mirror,pop,1541.0525000000018,Dance Hall Crashers,Othello,reggae,0.6117260740013392,Eyes Set to Kill,All You Ever Knew,metal,0.6078508917863538,The Acacia Strain,Skynet,metal,0.6011325136942266,Dance Hall Crashers,Othello,reggae,0.6276589313861644,Eyes Set to Kill,All You Ever Knew,metal,0.621784412849926,The Acacia Strain,Skynet,metal,0.6164340419701512
TRWZXDS128F427A71B,SOAJJDS12A8C13A3FB,ARS8GNX1187B9B5141,The Black Keys,I Got Mine,blues,Mario Vazquez,Everytime I...,r&b/soul,2429.0,Eminem,8 Mile,hip hop,2295.0,Erykah Badu,I Want You,r&b/soul,2292.0,Mario Vazquez,Everytime I...,r&b/soul,2375.0000000000005,Erykah Badu,I Want You,r&b/soul,2227.079999999997,Eminem,8 Mile,hip hop,2183.5199999999977,Gary Moore,Ain't Nobody,blues,0.6978075195678669,Veronica Maggio,I staden växer inga blommor,pop,0.6900789820755566,Judy Garland,I Got Rhythm,pop,0.6830195837462248,Gary Moore,Ain't Nobody,blues,0.7023112300132486,Veronica Maggio,I staden växer inga blommor,pop,0.6898684822115774,Judy Garland,I Got Rhythm,pop,0.6884824576413187
TRZDLWE12903CB44DE,SOURIRH12A58A7B408,ARS8GNX1187B9B5141,The Black Keys,If You See Me,blues,Twista,I'm A Winner (Amended Album Version),hip hop,2415.0,Lauryn Hill,Interlude 5,r&b/soul,2268.0,Erykah Badu,I Want You,r&b/soul,2044.0,Twista,I'm A Winner (Amended Album Version),hip hop,2310.382499999999,Lauryn Hill,Interlude 5,r&b/soul,2107.9199999999996,Erykah Badu,I Want You,r&b/soul,1985.1662499999975,Ann Lee,Smooth & Sweet,pop,0.7373697365172481,Hafdis Huld,Plastic Halo,pop,0.7349057529957588,Ginuwine,Only When ur Lonely,r&b/soul,0.7277855959236345,Ann Lee,Smooth & Sweet,pop,0.7445770452629388,Hafdis Huld,Plastic Halo,pop,0.7422477473632884,Ginuwine,Only When ur Lonely,r&b/soul,0.7358409409036905
TRNZQVO128F427A71E,SOIQUSV12A8C13A402,ARS8GNX1187B9B5141,The Black Keys,Lies,blues,Lauryn Hill,Interlude 5,r&b/soul,1825.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1532.0,Twista,I'm A Winner (Amended Album Version),hip hop,1506.0,Lauryn Hill,Interlude 5,r&b/soul,1609.719999999999,Twista,I'm A Winner (Amended Album Version),hip hop,1365.3075000000001,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1351.9662499999963,Pop Will Eat Itself,I've Always Been A Coward Baby,electronic,0.6242314817702757,Das Ich,Lügen Und Das Ich,electronic,0.6200440763937284,Linda Ronstadt,Lies  (LP Version),folk,0.6084335483863228,Pop Will Eat Itself,I've Always Been A Coward Baby,electronic,0.6401766373602283,Das Ich,Lügen Und Das Ich,electronic,0.6287694619975158,Linda Ronstadt,Lies  (LP Version),folk,0.6225176217771732
TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2459.0,Calvin Harris,The Girls,electronic,2248.0,Eminem,8 Mile,hip hop,2121.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2208.1837500000006,Calvin Harris,The Girls,electronic,2161.610000000009,Eminem,8 Mile,hip hop,1931.7162499999984,Jesse Johnson,I Want My Girl,r&b/soul,0.7258311267502844,OTT,Be My Girl,electronic,0.6669760036417919,The Jeff Healey Band,My Little Girl,blues,0.6612700940139911,Jesse Johnson,I Want My Girl,r&b/soul,0.7358411173733655,OTT,Be My Girl,electronic,0.6751375721634584,The Jeff Healey Band,My Little Girl,blues,0.6748369848356612
TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,Enrique Iglesias,Miss You,latin,1584.0,Tracey Ullman,Breakaway,pop,1418.0,Janis Joplin,Kozmic Blues,blues,1222.0,Enrique Iglesias,Miss You,latin,1525.812499999995,Tracey Ullman,Breakaway,pop,1382.5975000000028,Janis Joplin,Kozmic Blues,blues,1162.2200000000014,The Stooges,No Fun (Remasterd LP Version),punk,0.8684616207768385,Yerba Buena,No No No,latin,0.5649271907256469,Mecano,La Estación,latin,0.5337115544310276,The Stooges,No Fun (Remasterd LP Version),punk,0.8699962032182403,Yerba Buena,No No No,latin,0.5712988047253571,Mecano,La Estación,latin,0.5381112296108773
TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,Lauryn Hill,Interlude 5,r&b/soul,655.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,542.0,The Pharcyde,Otha Fish,hip hop,529.0,Lauryn Hill,Interlude 5,r&b/soul,517.0000000000007,The Pharcyde,Otha Fish,hip hop,457.28125000000085,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,426.593750000001,George Jones,Who Shot Sam,country,0.4701107987034357,Thursday,Unintended Long Term Effects,punk,0.44545317329925066,John Hiatt,Trudy And Dave,rock,0.43178694687703933,George Jones,Who Shot Sam,country,0.48924194357973777,Thursday,Unintended Long Term Effects,punk,0.4641938517020844,John Hiatt,Trudy And Dave,rock,0.4567400573695089
TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,The Corrs,Queen Of Hollywood ( LP Version ),pop,902.0,Twiztid,She Ain't Afraid,hip hop,889.0,Lauryn Hill,Interlude 5,r&b/soul,799.0,The Corrs,Queen Of Hollywood ( LP Version ),pop,830.3025000000015,Twiztid,She Ain't Afraid,hip hop,761.5212500000001,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,607.8887499999997,The Boomtown Rats,Diamond Smiles,rock,0.5364552169732046,The Corrs,Queen Of Hollywood ( LP Version ),pop,0.5226359783709548,Tracy Byrd,Right About Now,country,0.48820273297993055,The Boomtown Rats,Diamond Smiles,rock,0.5586788128389328,The Corrs,Queen Of Hollywood ( LP Version ),pop,0.5431163452312806,Tracy Byrd,Right About Now,country,0.5124992210182767
TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,Lauryn Hill,Interlude 5,r&b/soul,2219.0,Twista,I'm A Winner (Amended Album Version),hip hop,1494.0,Eminem,My Darling,hip hop,1236.0,Lauryn Hill,Interlude 5,r&b/soul,2044.2000000000005,Twista,I'm A Winner (Amended Album Version),hip hop,1379.7624999999996,Danity Kane,Hold Me Down (Album Version),r&b/soul,1144.0125000000005,Midtown,Knew It All Along (Acoustic),folk,0.6133117060829772,Digital Underground,Sex Packets (LP Version),hip hop,0.6126989488661176,Lauryn Hill,Interlude 5,r&b/soul,0.6102791149807213,Digital Underground,Sex Packets (LP Version),hip hop,0.6299231171848717,Lauryn Hill,Interlude 5,r&b/soul,0.6291489352766583,Midtown,Knew It All Along (Acoustic),folk,0.6268797913336144
TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,Lauryn Hill,Interlude 5,r&b/soul,2558.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2148.0,Erykah Badu,I Want You,r&b/soul,1884.0,Lauryn Hill,Interlude 5,r&b/soul,2276.4799999999996,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1912.5712499999993,Erykah Badu,I Want You,r&b/soul,1780.5337500000044,Gregg Allman,These Days,country,0.6577582435087541,Hot Water Music,The Sense,punk,0.6141180233274958,Rhymefest,These Days,hip hop,0.6016157124684538,Gregg Allman,These Days,country,0.670605161857436,Hot Water Music,The Sense,punk,0.6307612191887608,Rhymefest,These Days,hip hop,0.6219959378222331
TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,Lauryn Hill,Interlude 5,r&b/soul,2209.0,Twista,I'm A Winner (Amended Album Version),hip hop,1781.0,Erykah Badu,I Want You,r&b/soul,1457.0,Lauryn Hill,Interlude 5,r&b/soul,1995.5599999999995,Twista,I'm A Winner (Amended Album Version),hip hop,1641.5100000000004,Erykah Badu,I Want You,r&b/soul,1378.5550000000017,Donnie,Do You Know?,r&b/soul,0.565262225957534,Shannon McNally,Down And Dirty,blues,0.5648937104498977,Bon Jovi,Superman Tonight,rock,0.5602434622845053,Shannon McNally,Down And Dirty,blues,0.5795693115308373,Donnie,Do You Know?,r&b/soul,0.5781506783083159,Bon Jovi,Superman Tonight,rock,0.5774632974445119
TRQNNKX12903CB44CA,SOCULJG12A8AE4714D,ARS8GNX1187B9B5141,The Black Keys,Have Love Will Travel,blues,Erykah Badu,I Want You,r&b/soul,2215.0,Lauryn Hill,Interlude 5,r&b/soul,2205.0,Twista,I'm A Winner (Amended Album Version),hip hop,2108.0,Erykah Badu,I Want You,r&b/soul,2115.591250000006,Lauryn Hill,Interlude 5,r&b/soul,1934.5199999999995,Twista,I'm A Winner (Amended Album Version),hip hop,1931.2325000000021,Lisa Stansfield,Somewhere In Time,jazz,0.6597663237313405,Burden Of A Day,My Forfeit,metal,0.618279742786154,Bronski Beat,I Feel Love,pop,0.6164859183592445,Lisa Stansfield,Somewhere In Time,jazz,0.6698115401794407,Burden Of A Day,My Forfeit,metal,0.6271956421817664,Rufus Wainwright,Baby,folk,0.6264826776685397
TRKNKGC128F42A746A,SOUZEJD12D021B5336,AR20CFC1187B98A25D,Ray Charles,C.C. Rider,blues,Lauryn Hill,Interlude 5,r&b/soul,7547.0,Twista,I'm A Winner (Amended Album Version),hip hop,6158.0,Eminem,My Darling,hip hop,5473.0,Lauryn Hill,Interlude 5,r&b/soul,6974.759999999999,Twista,I'm A Winner (Amended Album Version),hip hop,5784.022499999998,Erykah Badu,I Want You,r&b/soul,5127.686249999994,Harry Belafonte,Angelina,latin,0.7030176047073917,Jeff Timmons,Can't You See,pop,0.6977799812633991,Shannon McNally,Down And Dirty,blues,0.6937393530547796,Harry Belafonte,Angelina,latin,0.713714348878679,Jeff Timmons,Can't You See,pop,0.7060401258180394,Shannon McNally,Down And Dirty,blues,0.7038096574177413
TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2251.0,Lauryn Hill,Interlude 5,r&b/soul,2160.0,Twiztid,She Ain't Afraid,hip hop,2066.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1961.7150000000015,Twiztid,She Ain't Afraid,hip hop,1864.6050000000016,Eminem,8 Mile,hip hop,1823.6849999999993,The Pharcyde,Passin' Me By,hip hop,0.6087311125223496,Josh Turner,Haywire,country,0.6038000443257087,Gentleman,Empress,reggae,0.6030790764798385,The Pharcyde,Passin' Me By,hip hop,0.6271014613120457,Gentleman,Empress,reggae,0.6211101328495388,Josh Turner,Haywire,country,0.6205870537019557
TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,Lauryn Hill,Interlude 5,r&b/soul,2103.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1440.0,Twista,I'm A Winner (Amended Album Version),hip hop,1435.0,Lauryn Hill,Interlude 5,r&b/soul,1904.280000000001,Twista,I'm A Winner (Amended Album Version),hip hop,1305.1300000000015,Erykah Badu,I Want You,r&b/soul,1277.9650000000017,Skip James,Devil Got My Woman,blues,0.552626063150677,Robben Ford,The Way You Treated Me (You're Gonna Be Sorry),blues,0.5434697373049154,Lauryn Hill,Interlude 1,r&b/soul,0.5295659750403501,Skip James,Devil Got My Woman,blues,0.5696912691762414,Robben Ford,The Way You Treated Me (You're Gonna Be Sorry),blues,0.5577570277273353,Lauryn Hill,Interlude 1,r&b/soul,0.5491798622456296
TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,Lauryn Hill,Interlude 5,r&b/soul,3227.0,Twista,I'm A Winner (Amended Album Version),hip hop,2963.0,Erykah Badu,I Want You,r&b/soul,2841.0,Lauryn Hill,Interlude 5,r&b/soul,2991.479999999999,Twista,I'm A Winner (Amended Album Version),hip hop,2809.0800000000054,Erykah Badu,I Want You,r&b/soul,2754.4400000000032,Wild Strawberries,Heroine,folk,0.7490418712182744,LL Cool J,Lollipop,hip hop,0.7480762379464801,Rufus Wainwright,Baby,folk,0.7397508372346332,LL Cool J,Lollipop,hip hop,0.7561962839199741,Wild Strawberries,Heroine,folk,0.756067027843703,Rufus Wainwright,Baby,folk,0.747349575969435
TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,Lauryn Hill,Interlude 5,r&b/soul,4601.0,Twista,I'm A Winner (Amended Album Version),hip hop,3701.0,Erykah Badu,I Want You,r&b/soul,3608.0,Lauryn Hill,Interlude 5,r&b/soul,4194.36,Erykah Badu,I Want You,r&b/soul,3458.548749999997,Twista,I'm A Winner (Amended Album Version),hip hop,3435.247500000002,Webb Pierce,I Ain't Never,country,0.7001392651379785,En Vogue,Love Don't Love You (LP Version),r&b/soul,0.6915751644784762,Ray Charles,Let's Go,jazz,0.6873740898651609,Webb Pierce,I Ain't Never,country,0.7093228630758824,En Vogue,Love Don't Love You (LP Version),r&b/soul,0.700632809590511,Ray Charles,Let's Go,jazz,0.6958892324018713
